Provider State,DRG Definition,Provider Id,Average Total Payments,Average Covered Charges,Total Discharges
AK,300 - PERIPHERAL VASCULAR DISORDERS W CC,1,9022.0,43972.72,18.0
AK,303 - ATHEROSCLEROSIS W/O MCC,1,5041.54,25491.31,13.0
AK,305 - HYPERTENSION W/O MCC,1,5384.08,23111.85,13.0
AK,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,2,13846.8,36423.175,19.5
AK,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,3,8193.693333333335,23630.216666666664,25.0
AK,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,5,5620.756,16231.671999999997,19.4
AK,312 - SYNCOPE & COLLAPSE,2,7446.055,29481.54,32.5
AK,313 - CHEST PAIN,4,5734.0025,17983.68,20.0
AK,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,1,17030.14,56878.41,22.0
AK,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,1,52588.75,188880.04,24.0
AK,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,5,28575.95,81529.99799999999,15.2
AK,331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,2,18847.574999999997,47897.145000000004,15.0
AK,377 - G.I. HEMORRHAGE W MCC,1,16222.72,61599.76,29.0
AK,378 - G.I. HEMORRHAGE W CC,6,11042.798333333334,27707.733333333334,24.666666666666668
AK,379 - G.I. HEMORRHAGE W/O CC/MCC,1,7708.53,25786.2,15.0
AK,389 - G.I. OBSTRUCTION W CC,2,8894.285,25143.72,18.0
AK,390 - G.I. OBSTRUCTION W/O CC/MCC,2,7804.135,16632.955,11.0
AK,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",1,11433.0,54058.67,18.0
AK,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",8,7672.972499999999,19713.8175,25.5
AK,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,1,8691.92,29934.31,13.0
AK,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,1,19181.64,58975.64,11.0
AK,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,1,8674.0,30960.79,14.0
AK,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,4,41513.7525,110449.51750000002,33.75
AK,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,7,22143.399999999998,63326.28142857143,95.71428571428571
AK,473 - CERVICAL SPINAL FUSION W/O CC/MCC,2,17372.370000000003,69317.8,31.5
AK,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,4,21061.2475,64955.7375,24.75
AK,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,1,19791.42,34385.42,19.0
AK,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,3,11042.333333333334,39264.38,23.333333333333332
AK,536 - FRACTURES OF HIP & PELVIS W/O MCC,1,7435.62,39025.46,13.0
AK,552 - MEDICAL BACK PROBLEMS W/O MCC,1,7470.79,33462.79,14.0
AK,603 - CELLULITIS W/O MCC,6,9273.453333333333,21290.021666666664,21.833333333333332
AK,638 - DIABETES W CC,1,7891.31,32368.0,13.0
AK,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",1,9650.0,24323.74,23.0
AK,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",5,7700.654,24254.722,27.4
AK,682 - RENAL FAILURE W MCC,3,20689.81,53950.10999999999,22.333333333333332
AK,683 - RENAL FAILURE W CC,6,10328.68,24197.073333333334,26.833333333333332
AK,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,1,15118.65,30616.53,17.0
AK,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,6,7791.856666666667,20845.26,30.166666666666668
AK,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,1,14088.23,45271.85,13.0
AK,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,1,8821.69,33750.81,16.0
AK,812 - RED BLOOD CELL DISORDERS W/O MCC,2,8533.65,20901.32,21.5
AK,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,2,69393.34,140399.265,17.5
AK,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,1,60365.21,240014.14,14.0
AK,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,7,19988.365714285716,50655.51,50.142857142857146
AK,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,6,11770.713333333331,30043.096666666665,24.166666666666668
AK,885 - PSYCHOSES,2,11814.4,37379.38,71.5
AK,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,2,7188.595,27671.61,22.0
AK,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,1,15007.76,54029.76,17.0
AK,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,2,6006.66,26272.625,21.0
AK,948 - SIGNS & SYMPTOMS W/O MCC,1,6217.17,29333.66,29.0
AL,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,22,5814.898181818183,31721.98545454545,39.90909090909091
AL,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,23,5494.806956521739,29230.005652173913,22.391304347826086
AL,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,28,10562.011785714285,46656.329642857156,42.5
AL,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,48,6459.685208333332,27468.469583333328,46.708333333333336
AL,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,40,4589.576000000001,22464.784249999993,31.125
AL,069 - TRANSIENT ISCHEMIA,40,4231.02075,21849.409250000004,27.65
AL,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,16,5646.944999999999,29671.995000000003,23.4375
AL,101 - SEIZURES W/O MCC,31,4464.279677419354,22363.20870967742,27.06451612903226
AL,149 - DYSEQUILIBRIUM,8,3621.23,18382.2975,17.625
AL,176 - PULMONARY EMBOLISM W/O MCC,33,6143.68909090909,26232.275151515143,21.818181818181817
AL,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,37,12031.0672972973,53646.71135135135,37.513513513513516
AL,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,38,8192.005789473686,35787.44868421054,22.94736842105263
AL,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,45,7368.315555555555,33584.05244444444,49.577777777777776
AL,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,67,6743.269999999998,25403.540746268653,52.52238805970149
AL,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,71,5527.6581690140865,21029.804225352113,46.929577464788736
AL,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,76,4185.939210526316,15763.115789473683,36.171052631578945
AL,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,62,8650.933387096777,35159.35080645162,46.096774193548384
AL,194 - SIMPLE PNEUMONIA & PLEURISY W CC,81,5855.564074074073,22353.108641975316,52.30864197530864
AL,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,67,4182.985970149252,17173.965820895522,29.52238805970149
AL,202 - BRONCHITIS & ASTHMA W CC/MCC,34,5073.389411764707,21256.61176470588,23.558823529411764
AL,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,25,31346.196,150995.6132,21.16
AL,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,43,13077.801395348843,58173.88627906975,30.488372093023255
AL,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,22,17358.018181818185,79270.4931818182,35.18181818181818
AL,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,20,14946.457499999999,67855.21050000002,23.45
AL,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,18,11379.409444444445,61926.29888888888,22.72222222222222
AL,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,19,18907.264736842106,95726.34368421053,26.736842105263158
AL,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,26,11130.851538461538,75245.57653846152,71.42307692307692
AL,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,19,10236.822105263158,64905.79157894737,32.78947368421053
AL,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,13,10375.48,52198.263846153844,23.923076923076923
AL,252 - OTHER VASCULAR PROCEDURES W MCC,20,17943.366999999995,71331.369,32.0
AL,253 - OTHER VASCULAR PROCEDURES W CC,23,14246.877826086955,65885.28304347825,33.82608695652174
AL,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,17,9503.444705882352,49130.280000000006,36.94117647058823
AL,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",31,10359.624838709677,47059.590000000004,33.16129032258065
AL,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",26,6624.330769230768,32950.88038461538,25.423076923076923
AL,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",16,4606.685625,28425.718125,19.8125
AL,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",23,12382.203913043479,57152.92347826088,28.0
AL,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",33,6253.516363636364,34256.26454545454,80.3030303030303
AL,291 - HEART FAILURE & SHOCK W MCC,55,8499.735636363634,33748.78872727273,65.30909090909091
AL,292 - HEART FAILURE & SHOCK W CC,73,5782.041095890411,20192.853287671234,58.136986301369866
AL,293 - HEART FAILURE & SHOCK W/O CC/MCC,58,3852.1503448275853,15237.175172413794,28.67241379310345
AL,300 - PERIPHERAL VASCULAR DISORDERS W CC,34,5525.0214705882345,21204.524705882348,23.11764705882353
AL,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,22,3820.950909090909,14317.819090909094,19.681818181818183
AL,303 - ATHEROSCLEROSIS W/O MCC,21,3359.3666666666672,14972.803333333333,18.428571428571427
AL,305 - HYPERTENSION W/O MCC,21,3660.615238095237,18190.828571428574,22.80952380952381
AL,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,35,7127.479714285713,32120.665714285722,32.02857142857143
AL,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,48,4663.704791666666,19898.35583333334,39.0625
AL,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,52,3293.8280769230764,13799.51057692308,43.42307692307692
AL,312 - SYNCOPE & COLLAPSE,51,4185.011568627451,17939.541568627446,36.72549019607843
AL,313 - CHEST PAIN,43,3236.7467441860463,16723.728372093025,32.81395348837209
AL,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,24,10997.542916666664,47685.02708333333,29.625
AL,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,14,6163.736428571429,27581.074285714283,22.0
AL,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,29,31645.66586206897,138687.55586206896,25.275862068965516
AL,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,32,15049.0803125,69077.58281249998,31.71875
AL,331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,14,9867.301428571429,54920.33857142856,21.0
AL,371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,11,11613.949090909093,36199.14909090909,17.181818181818183
AL,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,22,7423.551818181819,29425.60863636363,18.136363636363637
AL,377 - G.I. HEMORRHAGE W MCC,31,10089.551612903224,43467.35677419354,26.322580645161292
AL,378 - G.I. HEMORRHAGE W CC,55,5795.230545454545,24396.159636363638,50.78181818181818
AL,379 - G.I. HEMORRHAGE W/O CC/MCC,30,4056.3183333333336,18542.00766666666,20.8
AL,389 - G.I. OBSTRUCTION W CC,38,5409.74052631579,24270.69710526316,24.81578947368421
AL,390 - G.I. OBSTRUCTION W/O CC/MCC,27,3830.5040740740737,20550.740740740737,19.62962962962963
AL,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",34,7110.635000000001,35679.79088235294,23.735294117647058
AL,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",76,4362.200394736841,17774.476052631577,62.39473684210526
AL,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,30,5928.853,29292.57866666667,26.333333333333332
AL,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,22,9703.894545454545,48912.199545454554,22.045454545454547
AL,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,16,6613.172499999999,28158.779375,19.5625
AL,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,24,21135.006666666664,80477.30916666669,72.5
AL,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,20,19144.614000000005,94429.56149999998,19.6
AL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,48,11650.160625000002,54992.79833333334,186.4375
AL,473 - CERVICAL SPINAL FUSION W/O CC/MCC,21,11498.030952380954,42378.871904761894,48.95238095238095
AL,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,18,17181.435555555556,73082.52722222221,20.333333333333332
AL,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,36,10580.633611111112,47637.78999999999,45.111111111111114
AL,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,25,8698.681199999999,40096.49280000001,17.64
AL,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,16,5887.52625,35206.249375,33.4375
AL,536 - FRACTURES OF HIP & PELVIS W/O MCC,18,4015.076666666667,18652.47611111111,16.166666666666668
AL,552 - MEDICAL BACK PROBLEMS W/O MCC,27,4794.305925925925,24363.900740740744,24.85185185185185
AL,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",11,4337.951818181818,17444.81636363636,16.272727272727273
AL,602 - CELLULITIS W MCC,12,8392.326666666666,36175.925833333335,18.166666666666668
AL,603 - CELLULITIS W/O MCC,67,4961.388656716418,16640.342835820895,40.776119402985074
AL,638 - DIABETES W CC,35,4899.954571428573,21049.106000000007,27.085714285714285
AL,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",34,6624.28,30213.831764705883,30.029411764705884
AL,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",73,4025.7764383561653,14958.189041095895,41.89041095890411
AL,682 - RENAL FAILURE W MCC,41,9429.263414634144,40361.091463414625,48.78048780487805
AL,683 - RENAL FAILURE W CC,49,5795.050612244898,23454.71591836735,55.57142857142857
AL,684 - RENAL FAILURE W/O CC/MCC,20,3918.625,18340.5975,18.55
AL,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,44,6706.232045454544,28470.308863636365,30.136363636363637
AL,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,79,4570.591392405065,16052.235443037973,56.58227848101266
AL,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,12,9214.149166666668,30911.712499999994,33.333333333333336
AL,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,10,6196.227,23331.517999999996,35.6
AL,811 - RED BLOOD CELL DISORDERS W MCC,27,7441.524444444444,33119.5974074074,19.555555555555557
AL,812 - RED BLOOD CELL DISORDERS W/O MCC,63,4677.946666666667,15941.173968253966,36.74603174603175
AL,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,24,32637.399166666666,145553.65916666665,27.708333333333332
AL,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,14,36418.955,151070.51357142854,21.571428571428573
AL,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,61,11029.261475409836,44552.60475409836,84.54098360655738
AL,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,53,6462.570566037739,27791.622075471685,35.9622641509434
AL,885 - PSYCHOSES,15,5933.154,20792.070666666667,117.46666666666667
AL,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,19,3973.57,17292.251578947365,43.63157894736842
AL,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,17,8796.904705882354,34054.43294117647,21.823529411764707
AL,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,36,3571.7805555555556,17539.099166666667,22.416666666666668
AL,948 - SIGNS & SYMPTOMS W/O MCC,49,4083.181836734694,17130.956326530613,21.632653061224488
AR,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,16,6199.666875000001,27110.136875000004,41.5625
AR,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,10,5574.235,15366.607,20.7
AR,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,20,10755.907500000003,30840.866500000004,37.1
AR,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,34,6604.30117647059,18782.707941176464,42.6764705882353
AR,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,28,4783.177142857144,16110.799285714285,30.892857142857142
AR,069 - TRANSIENT ISCHEMIA,25,4343.204000000001,13864.785600000001,39.08
AR,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,9,5390.214444444446,20146.117777777778,19.0
AR,101 - SEIZURES W/O MCC,15,4642.388666666667,15721.252666666665,21.866666666666667
AR,149 - DYSEQUILIBRIUM,4,3655.3075,11109.525,14.75
AR,176 - PULMONARY EMBOLISM W/O MCC,20,6054.174500000002,19857.2255,21.25
AR,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,24,11837.699583333333,32094.73375,31.625
AR,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,28,8373.8675,23082.33285714286,25.821428571428573
AR,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,25,7747.3408,24193.237200000003,55.2
AR,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,41,6875.474390243904,21929.92682926829,43.97560975609756
AR,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,38,5715.493421052631,18170.291578947366,42.81578947368421
AR,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,40,4292.3369999999995,14210.166499999998,37.375
AR,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,33,9142.892121212122,29948.477272727265,50.45454545454545
AR,194 - SIMPLE PNEUMONIA & PLEURISY W CC,43,5968.398837209303,19790.716976744185,65.90697674418605
AR,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,37,4199.637297297297,14113.647297297297,37.83783783783784
AR,202 - BRONCHITIS & ASTHMA W CC/MCC,11,5128.9345454545455,14498.393636363635,19.636363636363637
AR,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,13,31324.88076923077,96499.97692307692,20.692307692307693
AR,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,27,13549.10851851852,44772.46185185185,31.62962962962963
AR,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,16,18514.635625000003,70831.31875,30.3125
AR,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,14,15175.639285714284,56304.45571428572,24.142857142857142
AR,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,16,11897.294375,50814.842500000006,24.3125
AR,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,17,18762.102352941172,69232.81529411767,25.294117647058822
AR,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,23,12104.536956521739,52560.607826086954,107.1304347826087
AR,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,15,10840.109333333332,51252.772666666664,60.2
AR,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,10,11468.553,57161.85200000001,48.0
AR,252 - OTHER VASCULAR PROCEDURES W MCC,12,18825.078333333335,64462.365,25.666666666666668
AR,253 - OTHER VASCULAR PROCEDURES W CC,15,14845.945333333335,55763.482,28.2
AR,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,13,10100.212307692309,48776.87615384615,54.38461538461539
AR,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",22,10180.866818181816,32489.44136363636,25.818181818181817
AR,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",17,6306.074705882354,21160.617647058825,21.41176470588235
AR,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",11,4601.405454545454,18041.589090909092,18.454545454545453
AR,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",11,11804.32090909091,40371.854545454546,26.636363636363637
AR,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",25,6347.536800000001,26237.28880000001,90.4
AR,291 - HEART FAILURE & SHOCK W MCC,33,8679.66696969697,28803.035757575755,55.81818181818182
AR,292 - HEART FAILURE & SHOCK W CC,43,5960.518139534884,17071.55790697675,58.7906976744186
AR,293 - HEART FAILURE & SHOCK W/O CC/MCC,38,4042.062105263159,13103.558684210522,34.973684210526315
AR,300 - PERIPHERAL VASCULAR DISORDERS W CC,18,5522.280555555556,18956.462222222224,18.5
AR,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,13,3965.511538461538,12909.542307692307,15.615384615384615
AR,303 - ATHEROSCLEROSIS W/O MCC,11,3354.541818181818,12745.862727272726,25.545454545454547
AR,305 - HYPERTENSION W/O MCC,13,3644.4753846153844,11797.729230769231,26.384615384615383
AR,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,22,7326.110000000001,21976.613181818182,32.27272727272727
AR,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,32,4840.1978125,16001.7225,40.40625
AR,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,29,3309.7217241379317,10872.326206896554,52.3448275862069
AR,312 - SYNCOPE & COLLAPSE,24,4213.740416666667,14999.72166666667,43.083333333333336
AR,313 - CHEST PAIN,28,3214.2642857142855,13533.428214285714,38.285714285714285
AR,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,17,11155.102352941176,36558.394705882354,29.58823529411765
AR,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,11,5618.268181818182,17099.28727272727,18.272727272727273
AR,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,16,31933.554375,97878.22750000001,25.4375
AR,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,20,15666.041499999998,57109.02200000001,33.1
AR,331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,11,9655.792727272727,37880.752727272724,19.454545454545453
AR,371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,12,12209.453333333331,35327.627499999995,14.666666666666666
AR,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,15,7225.275999999999,18730.153333333332,19.066666666666666
