Provider State,DRG Definition,Provider Id,Average Total Payments,Average Covered Charges,Average Medicare Payments,Total Discharges
AK,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,4,14242.717499999999,52792.274999999994,12669.5775,26.5
AK,194 - SIMPLE PNEUMONIA & PLEURISY W CC,7,12460.52,30673.477142857144,11232.575714285715,25.571428571428573
AK,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,1,12672.36,16317.55,11509.09,11.0
AK,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,1,75004.42,297952.75,73796.75,12.0
AK,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,3,25889.83666666667,117589.27333333333,22669.783333333336,22.666666666666668
AK,219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,2,89671.17,482862.805,83370.01000000001,19.0
AK,220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,2,43332.505000000005,251151.45500000002,40128.384999999995,16.0
AK,234 - CORONARY BYPASS W CARDIAC CATH W/O MCC,1,53523.63,302149.42,48586.79,19.0
AK,235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,1,76895.85,259872.31,37673.92,13.0
AK,236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,2,40959.805,249103.77,34571.905,20.0
AK,242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,1,35520.0,161305.33,34354.67,12.0
AK,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,1,25764.38,114569.14,23225.33,21.0
AK,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,2,38402.89,194532.39,26646.79,35.0
AK,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,5,25116.868,120180.202,21439.324,25.8
AK,252 - OTHER VASCULAR PROCEDURES W MCC,1,41311.13,215710.04,39991.52,23.0
AK,253 - OTHER VASCULAR PROCEDURES W CC,1,22734.82,92266.0,21740.71,17.0
AK,266 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,1,73528.8,180256.83,72582.5,30.0
AK,267 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC,1,54994.0,139784.86,53664.0,14.0
AK,269 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,2,35913.354999999996,183125.385,31603.14,13.5
AK,270 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,1,62841.33,296875.94,61584.5,18.0
AK,273 - PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,1,37497.47,202233.53,31668.67,15.0
AK,274 - PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,1,22283.14,154762.9,21297.67,21.0
AK,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",2,20979.885000000002,78237.92000000001,19831.33,26.5
AK,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",1,11983.59,43290.82,7876.59,17.0
AK,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",2,9287.26,44704.1,8457.805,12.5
AK,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",1,31270.53,175849.35,30237.82,17.0
AK,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",2,14679.75,65017.58500000001,12957.27,30.0
AK,291 - HEART FAILURE & SHOCK W MCC,4,15460.4125,71327.9075,14446.9925,39.5
AK,292 - HEART FAILURE & SHOCK W CC,7,12100.932857142858,37794.729999999996,10898.944285714286,28.857142857142858
AK,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,2,11602.064999999999,64008.494999999995,10269.765,23.5
AK,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,4,8495.9225,46188.775,7372.35,17.5
AK,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,2,7172.695,29768.199999999997,4514.389999999999,13.5
AK,312 - SYNCOPE & COLLAPSE,2,6989.54,39116.735,5816.674999999999,19.5
AK,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,1,17195.29,67599.0,15901.0,17.0
AK,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,1,13379.64,61029.27,7478.82,11.0
AK,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",1,48078.22,143914.39,46940.04,23.0
AK,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",1,23632.7,71582.63,21641.3,30.0
AK,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,3,51492.333333333336,204321.08333333334,49610.676666666666,19.666666666666668
AK,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,3,26052.88,119946.33,24022.096666666668,26.666666666666668
AK,331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,2,15293.91,79507.655,11691.325,13.5
AK,356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,1,33777.73,167044.67,32456.93,15.0
AK,371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,1,16495.42,71690.5,15781.67,12.0
AK,377 - G.I. HEMORRHAGE W MCC,1,19332.09,75556.23,13515.57,35.0
AK,378 - G.I. HEMORRHAGE W CC,6,11337.348333333333,37077.23,10117.788333333332,24.166666666666668
AK,389 - G.I. OBSTRUCTION W CC,2,9749.869999999999,42117.07,8638.75,19.5
AK,390 - G.I. OBSTRUCTION W/O CC/MCC,2,7754.5,27515.215,3719.02,12.5
AK,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",1,11830.95,61243.68,10610.26,19.0
AK,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",7,9192.374285714284,30166.785714285714,7528.911428571429,24.142857142857142
AK,393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,1,15398.21,65605.71,14328.29,14.0
AK,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,1,9055.92,33800.54,8087.62,13.0
AK,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,1,15235.91,64212.78,14056.78,23.0
AK,445 - DISORDERS OF THE BILIARY TRACT W CC,1,9864.88,42691.82,8805.59,17.0
AK,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,3,40554.48333333333,151202.52666666667,38143.35,51.0
AK,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,1,26905.1,125280.19,24681.67,21.0
AK,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,2,24414.425000000003,91084.38,20518.97,24.0
AK,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,1,32715.52,139832.14,27864.19,21.0
AK,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,7,25097.32714285714,79884.62142857142,21326.077142857142,127.71428571428571
AK,472 - CERVICAL SPINAL FUSION W CC,2,27018.8,106603.055,22848.58,23.5
AK,473 - CERVICAL SPINAL FUSION W/O CC/MCC,3,24675.576666666664,83704.92666666667,21231.153333333332,22.0
AK,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,2,34610.335,139614.31,29649.93,13.5
AK,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,5,21893.120000000003,93235.408,20526.55,17.8
AK,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,1,19189.18,67856.36,18025.91,11.0
AK,483 - MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,3,21910.063333333335,112979.86333333333,20515.493333333332,34.0
AK,"493 - LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC",1,19485.53,87533.18,18170.47,17.0
AK,"494 - LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC",1,15116.55,67172.36,11800.91,11.0
AK,517 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,1,13186.5,59332.92,11665.42,12.0
AK,552 - MEDICAL BACK PROBLEMS W/O MCC,2,11798.445,47077.085,7112.59,13.0
AK,603 - CELLULITIS W/O MCC,8,10745.60375,32356.033750000006,9083.49125,19.625
AK,638 - DIABETES W CC,1,8373.61,48561.78,6879.78,23.0
AK,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",1,10672.4,51560.71,9670.79,42.0
AK,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",5,7964.0380000000005,33361.468,6853.704000000001,17.6
AK,660 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,1,16917.81,71808.81,15691.88,16.0
AK,682 - RENAL FAILURE W MCC,3,14777.576666666668,71244.71666666667,13564.800000000001,27.333333333333332
AK,683 - RENAL FAILURE W CC,5,10739.588,38520.14399999999,9887.115999999998,22.2
AK,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,2,11454.975,48866.19,10525.155,19.5
AK,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,7,9473.967142857144,28364.99428571428,8402.97,22.857142857142858
AK,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,2,13464.92,69166.555,12392.695,15.0
AK,708 - MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,1,12000.0,70641.58,10683.33,12.0
AK,812 - RED BLOOD CELL DISORDERS W/O MCC,1,9248.16,46651.32,8325.84,19.0
AK,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,4,57306.0775,237936.0625,53062.595,32.5
AK,854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,1,20909.94,97734.0,19740.69,16.0
AK,863 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,1,9580.45,49502.91,8581.18,11.0
AK,870 - SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,2,71002.075,269323.75,62447.715,14.0
AK,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,7,21333.97,64943.42285714286,19977.24857142857,100.28571428571429
AK,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,7,12195.525714285714,40288.684285714284,11031.454285714284,36.0
AK,881 - DEPRESSIVE NEUROSES,1,11096.56,34255.88,9561.25,16.0
AK,884 - ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,1,21852.94,118597.63,14434.19,16.0
AK,885 - PSYCHOSES,3,17191.203333333335,57983.27,15889.230000000001,39.333333333333336
AK,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,1,7224.16,41320.47,6167.53,19.0
AK,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,2,15406.919999999998,53893.1,14028.04,19.5
AK,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,1,7728.18,54830.47,6288.76,17.0
AK,919 - COMPLICATIONS OF TREATMENT W MCC,1,17269.06,77338.5,16103.5,16.0
AK,920 - COMPLICATIONS OF TREATMENT W CC,1,9889.73,35314.82,7708.36,11.0
AK,948 - SIGNS & SYMPTOMS W/O MCC,1,9391.81,55924.94,8179.75,16.0
AK,981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,1,45892.02,157026.22,43636.98,41.0
AL,001 - HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W MCC,1,296937.0,1016806.46,150139.69,13.0
AL,"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",11,104503.84909090908,560026.0036363638,97327.88363636364,24.545454545454547
AL,"004 - TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",10,65335.803000000014,264647.47000000003,55842.888,15.5
AL,005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,1,81592.72,337997.86,59075.07,29.0
AL,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",1,39750.88,191839.77,37803.27,26.0
AL,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",1,28555.82,129197.0,19948.61,33.0
AL,016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,1,54156.55,287133.87,42802.06,31.0
AL,020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,1,75133.71,304768.76,54674.35,17.0
AL,023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,3,31404.833333333332,157252.61333333334,27934.839999999997,19.666666666666668
AL,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,7,25611.647142857142,134454.67571428572,22696.555714285718,34.857142857142854
AL,026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,3,19688.413333333334,132153.41666666666,17546.446666666667,22.0
AL,027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,4,14098.07,83020.78749999999,10944.1325,31.0
AL,028 - SPINAL PROCEDURES W MCC,1,38004.47,203269.4,34449.6,15.0
AL,029 - SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS,1,20672.23,85247.0,19173.08,13.0
AL,033 - VENTRICULAR SHUNT PROCEDURES W/O CC/MCC,1,9552.4,68149.53,7579.33,15.0
AL,035 - CAROTID ARTERY STENT PROCEDURE W CC,1,13922.83,79379.25,12401.17,12.0
AL,036 - CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,2,10135.175,93671.535,8059.5599999999995,15.5
AL,038 - EXTRACRANIAL PROCEDURES W CC,12,8604.159166666666,45769.16999999999,7205.223333333332,17.25
AL,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,21,6162.535714285715,38197.11761904761,4817.815714285714,33.904761904761905
AL,040 - PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,1,20087.09,70597.36,19238.0,11.0
AL,054 - NERVOUS SYSTEM NEOPLASMS W MCC,4,8534.9625,35350.3725,7219.0975,28.75
AL,055 - NERVOUS SYSTEM NEOPLASMS W/O MCC,2,7445.06,38353.565,5619.385,16.5
AL,056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,5,12097.682,58126.55,10355.619999999999,17.6
AL,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,19,6104.603684210527,31457.47210526316,4962.057368421052,28.105263157894736
AL,059 - MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC,1,8847.17,43669.08,6516.83,12.0
AL,062 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,4,10948.525,74208.8925,9730.947499999998,12.25
AL,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,32,9951.716875,57214.488437500004,8797.744375,43.8125
AL,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,42,6180.399523809525,33297.74095238095,4945.734761904761,57.5
AL,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,27,4615.9103703703695,30539.258148148147,3219.1329629629618,30.555555555555557
AL,068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,1,5658.36,32203.91,3807.36,11.0
AL,069 - TRANSIENT ISCHEMIA,35,4378.1637142857135,27836.614857142857,3127.642285714285,32.0
AL,070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,11,9427.334545454545,57369.309090909104,8314.068181818182,17.636363636363637
AL,071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,16,5902.426249999999,35636.17875,4747.348749999999,18.75
AL,072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,3,4757.786666666667,19970.636666666665,3619.396666666666,11.0
AL,073 - CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,5,8490.464,26971.503999999997,7655.892,15.8
AL,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,14,5510.385714285715,30416.81357142857,4241.278571428572,23.071428571428573
AL,"082 - TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC",1,21658.47,57547.89,11331.63,19.0
AL,"083 - TRAUMATIC STUPOR & COMA, COMA >1 HR W CC",2,9009.09,41390.634999999995,7210.025,18.5
AL,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",6,11903.673333333332,65068.119999999995,10743.133333333333,12.5
AL,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",8,6822.8125,34657.57375,5554.775000000001,23.875
AL,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",6,4938.926666666666,24455.88666666667,3722.683333333333,18.0
AL,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,4,9875.765000000001,49918.475,8056.409999999999,18.25
AL,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,11,5418.973636363637,31260.83454545455,4247.826363636364,19.181818181818183
AL,093 - OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,5,4510.346,34523.096,3304.1440000000002,15.6
AL,100 - SEIZURES W MCC,13,9119.369230769229,52783.13076923077,8033.711538461538,21.384615384615383
AL,101 - SEIZURES W/O MCC,25,5046.127200000001,27286.951200000007,3753.9407999999994,31.4
AL,103 - HEADACHES W/O MCC,5,5638.936,23685.108,3108.832,23.2
AL,115 - EXTRAOCULAR PROCEDURES EXCEPT ORBIT,1,14328.23,34197.77,13145.77,13.0
AL,125 - OTHER DISORDERS OF THE EYE W/O MCC,1,6422.27,25271.18,4586.0,11.0
AL,129 - MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE,1,18576.71,85218.76,14793.76,34.0
AL,130 - MAJOR HEAD & NECK PROCEDURES W/O CC/MCC,1,11459.19,59794.81,7725.04,27.0
AL,131 - CRANIAL/FACIAL PROCEDURES W CC/MCC,1,20261.5,94221.83,14866.94,18.0
AL,"133 - OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W CC/MCC",1,17413.81,102735.24,14490.0,21.0
AL,"134 - OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC",1,9458.59,49131.41,6005.62,34.0
AL,149 - DYSEQUILIBRIUM,6,4400.68,29910.99,2883.4049999999993,15.0
AL,153 - OTITIS MEDIA & URI W/O MCC,4,5084.3724999999995,20416.454999999998,3448.1475,16.25
AL,163 - MAJOR CHEST PROCEDURES W MCC,11,29938.828181818182,147138.16272727272,24787.899090909094,20.90909090909091
AL,164 - MAJOR CHEST PROCEDURES W CC,7,15388.871428571429,106458.74285714285,13292.534285714286,27.428571428571427
AL,165 - MAJOR CHEST PROCEDURES W/O CC/MCC,3,11426.083333333334,51298.40666666668,9156.123333333333,26.666666666666668
AL,166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,15,20708.614666666665,117654.33933333332,19230.773999999998,21.333333333333332
AL,167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,6,10995.983333333332,43596.25,9140.021666666666,22.166666666666668
AL,168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,1,9492.21,38777.74,7947.0,19.0
AL,175 - PULMONARY EMBOLISM W MCC,15,8362.640000000001,47543.59666666667,7091.149999999999,22.533333333333335
AL,176 - PULMONARY EMBOLISM W/O MCC,29,5476.956206896554,30025.734482758617,4286.961379310345,21.413793103448278
AL,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,32,10840.6296875,60475.78312500001,9546.486249999998,37.90625
AL,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,19,7761.892105263159,40963.81842105263,6368.983684210526,25.36842105263158
AL,179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,3,5589.073333333333,21528.899999999998,4545.446666666667,12.333333333333334
AL,180 - RESPIRATORY NEOPLASMS W MCC,13,9929.888461538461,50346.42846153846,8413.984615384614,17.23076923076923
AL,181 - RESPIRATORY NEOPLASMS W CC,7,6899.361428571428,34133.590000000004,5662.737142857143,14.571428571428571
AL,184 - MAJOR CHEST TRAUMA W CC,1,6586.57,52283.14,4060.0,14.0
AL,186 - PLEURAL EFFUSION W MCC,3,11290.63,39520.73666666667,8880.99,16.666666666666668
AL,187 - PLEURAL EFFUSION W CC,3,7607.043333333332,31285.06,5427.3,13.0
AL,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,44,7290.959772727272,39227.00295454545,6175.691136363638,63.43181818181818
AL,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,57,6719.5289473684215,31005.268245614036,5551.731228070177,61.07017543859649
AL,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,61,5473.136557377048,24390.678852459016,4357.183770491803,41.377049180327866
AL,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,53,4444.75962264151,19817.441320754715,3250.228679245283,25.849056603773583
AL,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,49,7991.219387755102,42030.557346938775,6843.085510204081,52.183673469387756
AL,194 - SIMPLE PNEUMONIA & PLEURISY W CC,73,5745.836849315067,26090.912602739736,4559.589178082192,46.83561643835616
AL,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,47,4373.89170212766,20520.853404255315,3141.42914893617,23.93617021276596
AL,196 - INTERSTITIAL LUNG DISEASE W MCC,1,15171.85,55989.58,11682.15,33.0
AL,200 - PNEUMOTHORAX W CC,2,7508.915,40542.48,5539.385,18.0
AL,202 - BRONCHITIS & ASTHMA W CC/MCC,31,5381.006451612902,26737.90645161291,3954.4974193548387,24.35483870967742
AL,203 - BRONCHITIS & ASTHMA W/O CC/MCC,15,4304.602,19467.702666666668,2721.4139999999998,16.066666666666666
AL,204 - RESPIRATORY SIGNS & SYMPTOMS,4,4969.88,26578.3475,3537.9175,16.75
AL,205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,1,15802.75,61310.68,8613.64,28.0
AL,206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,5,5481.312,28054.868,3929.964,18.0
AL,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,15,30425.549333333336,154854.154,27111.29466666667,23.0
AL,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,32,13565.145625000001,74418.0209375,11916.177187500005,30.40625
AL,216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,6,55950.57166666666,251730.17666666667,51778.068333333336,17.166666666666668
AL,219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,8,43553.81375000001,172142.00874999998,39606.14875,32.5
AL,220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,9,29936.658888888887,127983.75,24026.703333333335,26.88888888888889
AL,221 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,2,30212.684999999998,176959.25,22320.525,26.0
AL,225 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,1,33869.73,189491.82,26586.91,11.0
AL,227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,3,37830.15333333333,250479.42,31055.166666666668,18.666666666666668
AL,228 - OTHER CARDIOTHORACIC PROCEDURES W MCC,1,33482.83,161863.58,32526.17,12.0
AL,229 - OTHER CARDIOTHORACIC PROCEDURES W/O MCC,1,22353.47,141032.37,21345.53,19.0
AL,233 - CORONARY BYPASS W CARDIAC CATH W MCC,13,39977.81846153846,231072.28846153847,37645.72076923077,22.46153846153846
AL,234 - CORONARY BYPASS W CARDIAC CATH W/O MCC,20,26579.388499999994,159092.435,22848.112500000003,25.75
AL,235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,5,33488.770000000004,138545.35799999998,28178.962,27.8
AL,236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,18,21673.134999999995,134867.68666666665,18426.056111111106,28.166666666666668
AL,239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,7,25150.417142857146,84195.17000000001,22973.43142857143,19.142857142857142
AL,240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,7,14081.83142857143,58765.397142857146,13000.417142857144,16.571428571428573
AL,242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,13,22309.510000000002,127491.61923076921,20875.00153846154,17.0
AL,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,17,14668.150588235294,97591.19470588234,13072.369411764708,20.88235294117647
AL,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,13,12168.283076923077,70835.63153846156,10071.740769230768,19.53846153846154
