Provider State,DRG Definition,Provider Id, Average Total Payments , Average Covered Charges ,Average Medicare Payments, Total Discharges 
AK,313 - CHEST PAIN,4,6509.9475,18753.735,5227.46,20.25
AK,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,1,20804.25,76820.4,18194.75,20
AK,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,2,68006.425,140856.59,63646.045,18
AK,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,5,28425.236,79926.932,27113.962,17.4
AK,377 - G.I. HEMORRHAGE W MCC,1,20419.35,74435.9,19628.55,20
AK,378 - G.I. HEMORRHAGE W CC,7,11000.90286,25865.15714,9693.312857,23
AK,379 - G.I. HEMORRHAGE W/O CC/MCC,2,8110.625,21162.46,7200.91,13
AK,389 - G.I. OBSTRUCTION W CC,1,8797.92,29477.92,6749,14
AK,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",8,7960.66875,19103.9175,6464.63,26.25
AK,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,1,8584,30499.89,7814.52,19
AK,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,1,14947.8,51772.2,12831.33,15
AK,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,1,10005.54,37233.18,9091,11
AK,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,3,40283.92333,105178.1433,34164.56,39.33333333
AK,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,7,23132.65143,59078.27571,20196.53429,92.57142857
AK,473 - CERVICAL SPINAL FUSION W/O CC/MCC,2,18044.675,59028.305,14565.905,34
AK,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,3,22149.08,53231.21667,21202.40667,19
AK,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,2,16240.13,40857.36,15115.405,11
AK,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,2,8510.8,30036.45,6545.585,42
AK,552 - MEDICAL BACK PROBLEMS W/O MCC,1,7134.4,34458.9,6008.8,20
AK,603 - CELLULITIS W/O MCC,8,9748.62625,21254.41875,7680.365,19.5
AK,638 - DIABETES W CC,2,7762.52,21029.645,6852.92,16
AK,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",1,13086.93,48853.75,12196.89,29
AK,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",3,7800.78,18078.33333,6241.14,36.33333333
AK,682 - RENAL FAILURE W MCC,3,17045.54,52566.18333,14979.99667,20.66666667
AK,683 - RENAL FAILURE W CC,5,10749.036,28131.502,9675.142,29.4
AK,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,1,10253.25,38573.75,9692.58,12
AK,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,7,8331.255714,17661.34714,7357.072857,26.85714286
AK,811 - RED BLOOD CELL DISORDERS W MCC,1,11915.15,44887.69,11049.3,13
AK,812 - RED BLOOD CELL DISORDERS W/O MCC,4,9132.315,20804.4825,7965.805,18.25
AK,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,1,57238.68,188547.31,56421.13,22
AK,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,1,61300.63,190709.9,50947.54,11
AK,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,6,21877.06,54726.21833,19560.93667,42.5
AK,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,5,11395.638,30991.182,10212.65,24
AK,885 - PSYCHOSES,2,10711.78,37888.375,9788.665,69
AK,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,2,6473.54,22267.92,5662.385,12.5
AK,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,1,6684.76,27203.3,4141.93,30
AK,948 - SIGNS & SYMPTOMS W/O MCC,2,7204.695,18923.935,6652.37,17.5
AL,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,23,5743.611739,32044.43696,4599.593043,38.2173913
AL,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,25,5194.3496,24896.5712,4280.834,23
AL,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,35,10846.74714,42089.01771,9598.060286,36.31428571
AL,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,55,6612.378182,24317.13109,5430.874182,43.70909091
AL,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,40,4611.48325,21130.759,3493.93075,29.525
AL,069 - TRANSIENT ISCHEMIA,48,4228.76375,17936.39083,3096.142083,29.02083333
AL,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,17,5382.596471,25716.80471,3988.829412,27.58823529
AL,101 - SEIZURES W/O MCC,33,4448.760909,19729.80212,3400.943636,29.09090909
AL,149 - DYSEQUILIBRIUM,10,3709.516,17406.839,2655.934,19.1
AL,176 - PULMONARY EMBOLISM W/O MCC,31,6176.598387,25577.21516,4988.831935,21.96774194
AL,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,39,11894.35256,50001.23974,10540.23564,35.66666667
AL,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,44,8540.095909,36156.26159,7377.988864,22.75
AL,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,43,7583.68186,34495.46581,6390.472326,48.72093023
AL,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,76,6856.192632,23758.80539,5803.868026,49.13157895
AL,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,77,5705.137013,19485.78325,4591.989481,49.09090909
AL,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,84,4299.313214,14706.21583,3160.534762,38.51190476
AL,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,63,8478.106667,34740.15365,7422.791429,44.15873016
AL,194 - SIMPLE PNEUMONIA & PLEURISY W CC,83,5904.575783,21155.10169,4843.716747,53.20481928
AL,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,74,4215.646892,14839.63108,3047.035541,27.36486486
AL,202 - BRONCHITIS & ASTHMA W CC/MCC,36,5090.941667,20174.73583,3663.811111,23.27777778
AL,203 - BRONCHITIS & ASTHMA W/O CC/MCC,34,3818.779706,12310.58324,2370.805882,17.20588235
AL,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,21,31550.77381,163033.0338,29488.42095,22.38095238
AL,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,42,13222.06333,60101.89,11829.64762,31.28571429
AL,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,18,17507.22889,74625.00222,15950.71556,44.72222222
AL,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,21,14677.41286,69681.87857,13482.36286,24.61904762
AL,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,20,11440.229,57402.792,10295.848,23.75
AL,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,18,18387.07889,85104.18889,17201.52722,31.33333333
AL,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,28,11109.3,68770.35536,9732.937143,77.96428571
AL,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,21,10108.91762,62618.19714,8875.791905,37.47619048
AL,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,15,10267.03867,49720.28333,9182.144667,25.26666667
AL,252 - OTHER VASCULAR PROCEDURES W MCC,20,18346.0285,70686.1205,16804.1395,32.9
AL,253 - OTHER VASCULAR PROCEDURES W CC,26,13441.58538,62226.13538,12258.98577,30.73076923
AL,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,21,9432.37,50536.19381,7861.773333,34
AL,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",32,10563.98469,42942.18875,9415.795625,32.15625
AL,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",23,6788.582174,30953.20261,5806.817391,25.91304348
AL,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",22,4683.048636,23978.83955,3558.056818,18.72727273
AL,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",25,11891.2688,49696.2764,10439.3464,24.48
AL,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",34,6175.018529,30585.21559,4956.021471,90.38235294
AL,291 - HEART FAILURE & SHOCK W MCC,62,8561.232903,31511.39806,7728.287258,59.62903226
AL,292 - HEART FAILURE & SHOCK W CC,76,5808.076974,18605.19342,4950.631316,61.13157895
AL,293 - HEART FAILURE & SHOCK W/O CC/MCC,67,3971.46209,13839.66015,3120.801194,30.29850746
AL,300 - PERIPHERAL VASCULAR DISORDERS W CC,30,5721.794333,21408.872,4592.638333,24.4
AL,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,24,3850.08375,15845.38292,2748.394583,19.54166667
AL,303 - ATHEROSCLEROSIS W/O MCC,22,3732.995455,14267.3,2507.524091,18.31818182
AL,305 - HYPERTENSION W/O MCC,21,3692.52619,16173.85619,2526.875238,21.80952381
AL,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,36,7108.890278,29738.97083,6227.989722,31.19444444
AL,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,51,4778.383725,18172.06255,3819.966078,38.49019608
AL,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,57,3346.484211,12326.93842,2257.449123,40.36842105
AL,312 - SYNCOPE & COLLAPSE,54,4133.683704,15981.54926,3146.76463,44.25925926
AL,313 - CHEST PAIN,52,3250.9125,14284.19346,2216.3725,43.25
AL,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,26,10982.56731,43472.41577,9653.499231,29.76923077
AL,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,16,5884.889375,24959.96812,4697.493125,18.6875
AL,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,28,31293.13464,143482.3107,29370.01143,24.71428571
AL,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,35,14706.07229,63951.16543,12939.12343,28.28571429
AL,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,22,7331.867273,27871.10091,6286.589091,18.18181818
AL,377 - G.I. HEMORRHAGE W MCC,31,10094.15226,44258.88032,9202.755484,27.12903226
AL,378 - G.I. HEMORRHAGE W CC,57,5793.054737,22349.0507,4812.390526,50.33333333
AL,379 - G.I. HEMORRHAGE W/O CC/MCC,36,4266.962222,17428.95167,3011.605278,22.13888889
AL,389 - G.I. OBSTRUCTION W CC,38,5332.592632,22748.12263,4324.000526,24.68421053
AL,390 - G.I. OBSTRUCTION W/O CC/MCC,28,3775.492143,14870.06786,2583.4125,19.60714286
AL,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",30,6824.275,32966.597,5597.008667,25.8
AL,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",82,4282.202073,15466.65598,3232.463537,70.37804878
AL,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,32,5915.384688,25794.29375,4634.945,24.125
AL,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,27,9493.152963,47126.12,8183.77,19.03703704
AL,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,21,6712.142857,33785.98095,5355.318571,18.38095238
AL,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,18,5877.061667,23985.11611,4761.245556,15.94444444
AL,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,27,21276.76556,70792.54778,19256.3963,62.25925926
AL,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,23,18139.20435,82206.5613,16573.5913,19.08695652
AL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,53,11927.38453,52057.32038,10313.59887,158.6981132
AL,473 - CERVICAL SPINAL FUSION W/O CC/MCC,23,11621.61,40843.32739,10141.69565,47.17391304
AL,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,18,17048.58611,62414.21111,15719.84389,17.94444444
AL,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,41,10438.41146,45052.95634,9337.706098,40.73170732
AL,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,22,8621.119545,39434.89273,7403.519091,19.31818182
AL,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,21,5615.034286,26097.42143,4342.176667,38.38095238
AL,536 - FRACTURES OF HIP & PELVIS W/O MCC,19,3947.830526,17079.59895,2877.334737,17.57894737
AL,552 - MEDICAL BACK PROBLEMS W/O MCC,32,4675.415312,21582.95687,3504.824687,27.875
AL,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",14,4118.843571,18430.69929,3008.445714,16.21428571
AL,602 - CELLULITIS W MCC,15,8779.949333,45317.748,7483.353333,16.26666667
AL,603 - CELLULITIS W/O MCC,73,5001.01589,16073.50767,3753.542329,38.69863014
AL,638 - DIABETES W CC,41,4744.762439,18697.86024,3742.141463,23.65853659
AL,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",32,6691.280312,28232.07031,5650.194375,32.96875
AL,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",84,4053.55,13039.87464,3128.605833,42.21428571
AL,682 - RENAL FAILURE W MCC,41,9427.562683,36863.39317,8352.721951,46.43902439
AL,683 - RENAL FAILURE W CC,48,5832.153333,22311.70896,4811.242292,53.75
AL,684 - RENAL FAILURE W/O CC/MCC,19,3855.375263,17743.78526,2799.26,18.10526316
AL,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,43,6863.52907,27083.13302,5912.415349,28.25581395
AL,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,86,4550.324535,14416.8593,3634.431977,53.46511628
AL,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,17,9200.022941,37669.49529,8308.48,26.94117647
AL,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,12,5909.480833,19301.53583,4890.541667,30.16666667
AL,811 - RED BLOOD CELL DISORDERS W MCC,23,7327.839565,34327.99304,6442.636522,19.82608696
AL,812 - RED BLOOD CELL DISORDERS W/O MCC,66,4652.981364,14831.87712,3738.925152,37.16666667
AL,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,19,32654.46842,142261.2442,30896.76105,27.94736842
AL,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,12,35715.22417,148750.205,33386.89917,22.16666667
AL,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,68,11020.20603,41127.43044,9862.732206,70.19117647
AL,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,56,6646.081786,24950.61304,5525.564821,32.83928571
AL,885 - PSYCHOSES,17,5258.225294,18475.50353,4164.165882,91.88235294
AL,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,16,3680.829375,14002.45063,2855.295625,54.375
AL,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,19,9095.975263,45210.46789,7631.933158,19.15789474
AL,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,33,3705.82,14816.94485,2694.671818,22.24242424
AL,948 - SIGNS & SYMPTOMS W/O MCC,46,3963.913261,15314.05196,3029.558261,23.36956522
AR,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,16,6118.82875,27463.26313,4938.7125,40.75
AR,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,11,5547.847273,15694.08818,4620.91,22.45454545
AR,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,18,10983.32611,34320.50667,10045.77444,36.61111111
AR,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,32,6650.910625,18588.44188,5632.735,45.71875
AR,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,28,4778.305357,15041.34714,3682.896071,27.10714286
AR,069 - TRANSIENT ISCHEMIA,24,4329.697917,14511.84583,3241.71875,30.04166667
AR,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,7,5472.582857,16824.39,4118.65,24
AR,101 - SEIZURES W/O MCC,15,4622.760667,15167.01867,3543.322667,27.33333333
AR,149 - DYSEQUILIBRIUM,1,3699.66,9700,2439.13,15
AR,176 - PULMONARY EMBOLISM W/O MCC,17,6234.122353,18553.22765,5150.482941,22.17647059
AR,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,23,11624.62043,33602.05957,10742.57174,36.91304348
AR,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,27,8514.700741,24168.90259,7631.524815,31.88888889
AR,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,26,7594.604231,23562.75154,6842.133846,52.80769231
AR,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,39,6906.541795,21169.12487,5929.563846,45.48717949
AR,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,41,5645.438049,16941.31268,4785.162439,41.85365854
AR,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,41,4320.491707,13370.83341,3303.334878,39.95121951
AR,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,33,8698.876061,31034.00394,7819.740909,48.36363636
AR,194 - SIMPLE PNEUMONIA & PLEURISY W CC,43,5987.229535,19415.06628,4990.270233,70.90697674
AR,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,39,4216.285641,14641.98872,3181.603077,39.92307692
AR,202 - BRONCHITIS & ASTHMA W CC/MCC,15,4966.667333,13563.12933,3998.534,19.46666667
AR,203 - BRONCHITIS & ASTHMA W/O CC/MCC,12,3845.863333,11199.52833,2606.123333,15.25
AR,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,15,31475.028,98904.31867,29770.07933,21.93333333
AR,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,27,13452.81889,43999.79778,12376.12741,30.48148148
AR,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,16,18348.41313,63188.66188,16532.21938,29.6875
AR,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,13,15452.96923,53966.13923,14064.22231,27.61538462
AR,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,16,11773.15875,47978.2675,10308.45,24.9375
AR,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,16,19435.19125,73982.98812,17347.68688,29.25
AR,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,21,11657.05476,52103.2881,9775.79,111.5238095
AR,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,15,10687.48733,49826.326,8907.693333,60.06666667
AR,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,8,10747.345,47969.61625,8603.5075,42.75
AR,252 - OTHER VASCULAR PROCEDURES W MCC,13,19022.37923,60940.08308,16576.31923,20.84615385
AR,253 - OTHER VASCULAR PROCEDURES W CC,16,14629.72687,54164.02438,13151.88938,25.625
AR,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,14,9658.836429,43260.85429,8344.237143,39.5
AR,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",22,10557.19136,30499.53591,9622.651364,29.40909091
AR,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",19,6756.579474,20699.10842,5820.689474,21.73684211
AR,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",14,4718.768571,16158.00286,3494.787143,18.35714286
AR,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",10,11614.359,37112.288,10124.712,24.9
AR,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",25,6487.1952,25545.636,5107.5048,95
AR,291 - HEART FAILURE & SHOCK W MCC,35,8663.533429,26975.56686,7952.622571,54.05714286
AR,292 - HEART FAILURE & SHOCK W CC,41,5872.124878,17081.83829,5173.387805,67.04878049
AR,293 - HEART FAILURE & SHOCK W/O CC/MCC,42,4028.719524,12047.48643,3219.113095,34.02380952
AR,300 - PERIPHERAL VASCULAR DISORDERS W CC,16,5593.92,17594.2525,4729.971875,22.8125
AR,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,14,3800.047143,11277.13571,2905.515,16.35714286
AR,303 - ATHEROSCLEROSIS W/O MCC,12,3516.491667,13063.1725,2348.503333,28.41666667
AR,305 - HYPERTENSION W/O MCC,13,3563.721538,11109.97462,2482.777692,23.53846154
AR,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,21,7278.121429,23697.12857,6395.017143,33.19047619
AR,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,27,4956.382222,15144.22259,4002.994815,44.74074074
AR,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,31,3411.181613,10446.53226,2414.463871,52.38709677
AR,312 - SYNCOPE & COLLAPSE,25,4592.7292,15892.4668,3329.3888,41.28
AR,313 - CHEST PAIN,30,3236.026333,12330.34767,2270.931333,40.13333333
AR,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,19,11161.30526,36133.35105,9813.872632,27.52631579
AR,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,11,5704.08,16322.79636,4828.085455,17.72727273
AR,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,19,31975.09263,108818.4037,30327.65368,24.31578947
AR,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,22,15504.23182,54051.24091,13847.79591,33.81818182
AR,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,12,7525.990833,24184.97083,6639.008333,15.91666667
