Provider State,DRG Definition,Provider Id,Average Total Payments,Average Covered Charges,Average Medicare Payments,Total Discharges
AK,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,4,14943.3925,50682.905,14008.5125,24
AK,194 - SIMPLE PNEUMONIA & PLEURISY W CC,7,12292.00429,29792.05857,11192.20286,31.14285714
AK,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,3,7402.396667,24325.04,6317.066667,12.66666667
AK,202 - BRONCHITIS & ASTHMA W CC/MCC,1,8970.83,39671.25,8282.83,12
AK,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,3,25531.94333,99039.14,22053.76,19.33333333
AK,216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,1,133149.64,537925.71,130549,14
AK,219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,2,86608.415,424031.485,85551.31,20.5
AK,220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,1,56719.14,250983.71,53235.04,28
AK,221 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,1,50919.47,190900.63,41133.89,19
AK,227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,1,46778.38,145318.77,45841.15,13
AK,233 - CORONARY BYPASS W CARDIAC CATH W MCC,1,103482.73,437000.87,101825.13,15
AK,234 - CORONARY BYPASS W CARDIAC CATH W/O MCC,1,51878.53,251799.76,50511.94,17
AK,236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,1,50634.38,210182.44,35938.56,16
AK,237 - MAJOR CARDIOVASC PROCEDURES W MCC,1,62691.71,270508.35,61357.12,17
AK,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,2,30347.84,141279.325,27281.41,16
AK,242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,1,37246.04,145520.17,34451.42,24
AK,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,1,26299.81,94350.92,22220.04,26
AK,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,1,19414.96,85637.46,18290.08,24
AK,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,2,39066.595,154405.095,27249.705,32.5
AK,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,3,21424.07,93755.59,19663.16667,40.66666667
AK,250 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,1,32067.27,172378.09,31374.09,11
AK,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,1,21962.05,126324.24,17169.81,21
AK,252 - OTHER VASCULAR PROCEDURES W MCC,1,29450.44,119880.69,28389.81,16
AK,253 - OTHER VASCULAR PROCEDURES W CC,1,29734.16,144360.95,28562.42,19
AK,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,1,23565,78783.23,15053.85,13
AK,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",2,18067.04,84721.81,15714.71,17.5
AK,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",1,10477.55,43314.73,9645.64,11
AK,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",1,18717.91,77227.73,17623.36,11
AK,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",1,11973.16,64609.88,10866.97,32
AK,291 - HEART FAILURE & SHOCK W MCC,4,16981.9675,63421.035,15144.735,27.5
AK,292 - HEART FAILURE & SHOCK W CC,6,11333.39333,37434.38167,10196.08667,27.66666667
AK,293 - HEART FAILURE & SHOCK W/O CC/MCC,3,6709.103333,27457.22333,5938.316667,13
AK,299 - PERIPHERAL VASCULAR DISORDERS W MCC,1,18776.79,85292.21,17228.71,14
AK,300 - PERIPHERAL VASCULAR DISORDERS W CC,1,10385.93,51803.47,9638.13,15
AK,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,3,14187.2,48730.63,12970.42,17
AK,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,3,11304.35667,41590.32667,9505.983333,18
AK,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,2,6188.875,21536.125,4942.825,19
AK,312 - SYNCOPE & COLLAPSE,1,9078.33,37000.72,8177.44,18
AK,313 - CHEST PAIN,1,5277.75,16053.88,4217.75,16
AK,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,1,19696.45,71817.66,18725.97,29
AK,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,3,52641.41,183253.8733,43169.87667,15
AK,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,5,27423.026,91356.892,25161.378,17.2
AK,331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,2,17855.81,71500.015,15110.105,15
AK,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,1,13467.33,42478.25,10338.25,12
AK,377 - G.I. HEMORRHAGE W MCC,1,18340.53,83007.15,17189.94,34
AK,378 - G.I. HEMORRHAGE W CC,5,11321.488,36296.808,10203.624,28.8
AK,389 - G.I. OBSTRUCTION W CC,1,9139.96,35334.48,8143.64,25
AK,390 - G.I. OBSTRUCTION W/O CC/MCC,1,9476.13,31380.63,4944,16
AK,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",1,12497.06,63000.06,11693.06,17
AK,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",7,8654.721429,27487.12857,7409.078571,26
AK,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,1,11495.82,36628.76,8122.12,17
AK,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,1,15342.43,52843.29,14135,14
AK,"441 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC",1,20707.38,80612.13,19960.94,16
AK,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,4,41903.105,132919.3575,36243.45,45.5
AK,462 - BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,2,58126.08,111612.785,24983.275,20
AK,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,2,33952.92,108776.635,22650.725,13.5
AK,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,2,23650.285,90737.735,21041.265,30
AK,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,1,34378.64,147835.18,32882.64,11
AK,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,7,22867.53,71447.32286,19447.44714,122.1428571
AK,472 - CERVICAL SPINAL FUSION W CC,2,30843,97580.2,22239.585,17.5
AK,473 - CERVICAL SPINAL FUSION W/O CC/MCC,2,18979.34,84231.215,17489.75,31.5
AK,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,1,27348.62,110123.62,25898.08,13
AK,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,4,22444.48,77100.8425,20957.525,23.75
AK,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,2,17551.735,59113.365,15578.8,13.5
AK,483 - MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,1,23400.38,77003.63,22242.88,16
AK,484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,2,19782.765,77397.27,16965.425,29
AK,490 - BACK & NECK PROC EXC SPINAL FUSION W CC/MCC OR DISC DEVICE/NEUROSTIM,2,20305.215,66303.23,13870.245,18.5
AK,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,3,12317.5,52355.80667,9632.003333,24.66666667
AK,"493 - LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC",1,18182.38,68474.54,16828.54,13
AK,552 - MEDICAL BACK PROBLEMS W/O MCC,2,8434.925,32330.28,6561.275,15
AK,603 - CELLULITIS W/O MCC,6,9987.058333,26815.61333,8458.505,21.83333333
AK,"617 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC",1,18469.45,78330.45,17060.73,11
AK,637 - DIABETES W MCC,1,25478.83,95897.67,22433.58,12
AK,638 - DIABETES W CC,2,8616.405,28008.59,7642.945,16
AK,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",1,16048.6,69893.88,14570.08,25
AK,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",6,8285.293333,26388.78167,7222.49,19
AK,657 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,1,21265.09,106479.82,20090.45,11
AK,682 - RENAL FAILURE W MCC,3,16500.09667,62001.47667,14885.41,19.33333333
AK,683 - RENAL FAILURE W CC,6,10406.745,32685.62333,9302.823333,27.66666667
AK,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,5,9796.134,22435.062,8314.684,25.6
AK,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,1,17587.9,64206.24,16637.1,21
AK,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,1,29488.46,53707.15,8402.15,13
AK,812 - RED BLOOD CELL DISORDERS W/O MCC,3,9401.913333,38408.89,8097.166667,12.66666667
AK,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,2,48308.205,200465.04,47140.955,18.5
AK,854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,1,23229.55,91498.73,22111,11
AK,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,2,69128.255,257199.94,68023.06,13
AK,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,7,21310.63143,66575.33857,20081.76429,64.57142857
AK,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,5,12779.312,35763.602,10508.57,32.6
AK,885 - PSYCHOSES,2,13644.765,44773.385,11832.3,71
AK,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,2,6979.15,24795.885,6149.385,18.5
AK,907 - OTHER O.R. PROCEDURES FOR INJURIES W MCC,1,43421.42,144229.75,42464.92,12
AK,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,1,21858.48,104799.81,20945.67,21
AK,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,1,7107.72,41939.44,6169.72,18
AK,948 - SIGNS & SYMPTOMS W/O MCC,3,7573.786667,33964.21333,6233.486667,14.33333333
AK,981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,1,67174.87,278825,62515.73,15
AL,001 - HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W MCC,1,251876.31,1172866.39,244457.92,13
AL,"003 - ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",10,98350.12,407108.22,95780.529,23.7
AL,"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",15,63230.23933,369452.6073,58709.13333,17.13333333
AL,005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,1,68752.25,301849.63,60141.38,16
AL,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",1,39945.2,204113.73,38319.4,15
AL,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",1,23460.13,130454.47,20293.02,47
AL,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",1,15261,97742.15,14111.77,13
AL,014 - ALLOGENEIC BONE MARROW TRANSPLANT,1,101789.38,540616.46,99401.85,13
AL,016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,1,48603.08,229863.36,36972.32,25
AL,017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,1,40938,195926.82,24230.55,11
AL,020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,1,78199,222276.57,55630.14,14
AL,023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,2,32307.78,119694.53,28476.21,28
AL,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,7,25368.60286,98410.54857,23934.09714,35.57142857
AL,026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,5,16784.468,82800.168,14702.644,17.6
AL,027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,4,13867.965,57293.6275,11872,32.5
AL,029 - SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS,2,20186.115,92196.535,17431.69,13
AL,031 - VENTRICULAR SHUNT PROCEDURES W MCC,1,26394.18,103060.18,22199.55,11
AL,032 - VENTRICULAR SHUNT PROCEDURES W CC,1,13888,45919.91,12741.45,11
AL,033 - VENTRICULAR SHUNT PROCEDURES W/O CC/MCC,2,10121.525,54890.38,9352.25,13.5
AL,035 - CAROTID ARTERY STENT PROCEDURE W CC,1,12547.29,74851.57,11863.86,14
AL,036 - CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,5,9783.864,69247.872,8339.364,16.2
AL,037 - EXTRACRANIAL PROCEDURES W MCC,2,22965.265,94997.775,15334.28,11.5
AL,038 - EXTRACRANIAL PROCEDURES W CC,9,9022.765556,38256.35889,7920.966667,20.44444444
AL,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,22,6150.901818,38507.68045,4884.849545,40.18181818
AL,040 - PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,1,22327.91,103569.45,18470.55,11
AL,041 - PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,1,12520,54886.08,11776.62,13
AL,054 - NERVOUS SYSTEM NEOPLASMS W MCC,5,8872.498,39930.664,7328.02,20.6
AL,055 - NERVOUS SYSTEM NEOPLASMS W/O MCC,2,8276.145,34039.985,6107.6,13.5
AL,056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,4,10912.2525,45872.6,10113.5225,20
AL,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,16,5893.14,33506.2025,4770.815,25.1875
AL,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,32,10480.39719,49799.69156,9156.729062,41.1875
AL,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,46,6386.601739,30500.41065,5176.478913,50.56521739
AL,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,35,4748.714286,26168.94229,3459.459143,32.6
AL,068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,2,5281.04,34085.13,4260.785,13.5
AL,069 - TRANSIENT ISCHEMIA,35,4381.371143,24304.90286,3165.432286,34.37142857
AL,070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,10,9750.572,58216.517,8703.623,19.3
AL,071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,14,6042.968571,29584.51143,4751.405714,19.5
AL,073 - CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,6,8293.493333,26141.78333,6891.418333,18.66666667
AL,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,15,5612.23,26358.52467,4321.229333,26.66666667
AL,"082 - TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC",3,11951.17,49773.25667,10618.52333,14.33333333
AL,"083 - TRAUMATIC STUPOR & COMA, COMA >1 HR W CC",1,7643.36,33454.36,6767.73,11
AL,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",6,11992.73333,46309.955,10849.00333,18.83333333
AL,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",8,6733.69,25396.075,5436.96875,25
AL,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",8,4950.46125,20150.68375,3746.135,17.125
AL,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,3,9867.216667,36687.10333,7584.2,16.33333333
AL,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,11,5734.988182,32170.19636,4401.16,16.81818182
AL,100 - SEIZURES W MCC,14,9012.046429,38924.86571,7966.116429,20
AL,101 - SEIZURES W/O MCC,27,5126.475185,26228.96926,3698.907037,31.25925926
AL,103 - HEADACHES W/O MCC,5,4471.732,27698.706,2959.198,19.2
AL,129 - MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE,1,15152.95,61981.3,13676.2,20
AL,130 - MAJOR HEAD & NECK PROCEDURES W/O CC/MCC,1,11237.55,51428.7,7486.65,20
AL,131 - CRANIAL/FACIAL PROCEDURES W CC/MCC,1,16109.09,97407.36,14783.27,11
AL,"133 - OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W CC/MCC",1,12544.26,56104.71,10746.09,34
AL,"134 - OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC",1,7662.31,41996.82,6367.49,39
AL,149 - DYSEQUILIBRIUM,6,4164.443333,23681.51333,2629.523333,17.5
AL,153 - OTITIS MEDIA & URI W/O MCC,6,4973.34,26528.64,3390.768333,14.33333333
AL,163 - MAJOR CHEST PROCEDURES W MCC,8,29473.07125,115009.1125,25229.40625,21.5
AL,164 - MAJOR CHEST PROCEDURES W CC,12,14607.225,68774.6625,12897.64667,26
AL,165 - MAJOR CHEST PROCEDURES W/O CC/MCC,2,12297.48,53773.145,9712.325,34.5
AL,166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,11,21801.78091,100813.88,19491.99727,28.54545455
AL,167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,7,12043.36143,56295.79571,10469.89429,22.42857143
AL,168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,1,10022.64,42186.32,8915.23,22
AL,175 - PULMONARY EMBOLISM W MCC,12,9147.714167,36360.12833,7644.804167,17
AL,176 - PULMONARY EMBOLISM W/O MCC,29,5994.901379,27262.23724,4697.198276,22.65517241
AL,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,34,11840.80912,59990.74529,10190.79676,37.35294118
AL,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,28,7951.294643,39804.07821,6870.011786,24.07142857
AL,179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,3,5692.883333,22681.61333,4517.03,13
AL,180 - RESPIRATORY NEOPLASMS W MCC,14,9754.235714,42001.35214,8495.583571,19.78571429
AL,181 - RESPIRATORY NEOPLASMS W CC,8,7312.16,31368.2475,5929.00875,16.5
AL,184 - MAJOR CHEST TRAUMA W CC,2,7835,46684.59,4600.135,11
AL,186 - PLEURAL EFFUSION W MCC,4,11756.955,56206.135,10580.35,15.75
AL,187 - PLEURAL EFFUSION W CC,4,7221.5225,27951.255,5668.98,13.5
AL,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,46,7281.355435,37044.46065,6120.76087,49.7173913
AL,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,63,6911.455079,29585.7754,5703.488095,52.06349206
AL,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,64,5709.681719,22815.11625,4479.2475,44.515625
AL,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,66,4537.236061,17156.71364,3403.931515,31.96969697
AL,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,51,8411.327647,40482.3851,7178.381373,55.84313725
AL,194 - SIMPLE PNEUMONIA & PLEURISY W CC,74,6000.492027,24298.77554,4805.749459,53.41891892
AL,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,53,4438.597547,18711.16321,3218.67566,25.83018868
AL,196 - INTERSTITIAL LUNG DISEASE W MCC,1,10165.4,31953.35,9567,20
AL,199 - PNEUMOTHORAX W MCC,1,12293.1,59891.05,10313.85,20
AL,200 - PNEUMOTHORAX W CC,2,6340.915,36190,4895.25,12
AL,202 - BRONCHITIS & ASTHMA W CC/MCC,29,5511.717241,23230.5631,4053.77,24.51724138
AL,203 - BRONCHITIS & ASTHMA W/O CC/MCC,20,4283.963,17776.6585,2755.598,17.9
AL,204 - RESPIRATORY SIGNS & SYMPTOMS,8,4686.87375,27765.88,3441.975,19.375
AL,205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,2,12616.945,56539.605,9232.68,26.5
AL,206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,4,5701.06,25909.8775,4651.0325,19.25
AL,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,26,30210.27346,166650.0027,27502.18308,20.96153846
AL,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,35,13405.72429,66248.09914,12029.50171,32.54285714
AL,216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,7,49457.24286,194830.2871,48170.96429,18.28571429
AL,217 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,3,32388.72333,132193.5133,30127.97,16
AL,219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,10,42615.87,173624.704,40182.944,36.1
AL,220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,11,27802.26545,124108.9318,25403.52818,32.45454545
AL,221 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,3,26339.41667,121085.2433,20890.63333,12.66666667
AL,226 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,2,43001.4,182808.535,37788.01,13
AL,227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,3,28485.85,162054.7567,27256.81667,11
AL,229 - OTHER CARDIOTHORACIC PROCEDURES W CC,1,29041,101108.67,27975.33,12
AL,233 - CORONARY BYPASS W CARDIAC CATH W MCC,10,36706.255,193376.8,34409.632,20.5
AL,234 - CORONARY BYPASS W CARDIAC CATH W/O MCC,21,25190.04571,150552.7014,22225.07238,26.57142857
AL,235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,2,35600.89,170861.145,33828.265,36.5
AL,236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,15,20246.58933,99188.73,17917.074,33.73333333
AL,237 - MAJOR CARDIOVASC PROCEDURES W MCC,15,30080.54467,131277.456,27369.82333,22
AL,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,22,18693.27318,87920.96864,16869.06091,36.90909091
AL,239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,8,24426.73625,80988.82125,22856.42125,16.375
AL,240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,10,13493.524,54109.122,12792.91,19.5
AL,242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,11,20766.76545,106995.1109,19301.17,17.45454545
AL,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,19,14625.17579,74225.91105,13137.97842,21.89473684
AL,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,15,11628.794,57675.894,10520.62333,21.06666667
AL,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,19,18413.33737,109123.4737,16468.95368,30.94736842
AL,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,27,11450.43741,87059.86074,9741.18963,65.85185185
AL,248 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ VES/STENTS,5,17087.42,96530.504,15587.22,19.8
AL,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,12,10616.6125,81550.24083,8719.218333,26.75
AL,250 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,4,18476.925,93006.545,16467.0025,22.75
AL,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,13,11507.29077,71456.92769,9941.498462,21.84615385
AL,252 - OTHER VASCULAR PROCEDURES W MCC,22,18529.82909,83970.57182,17322.24818,27.95454545
AL,253 - OTHER VASCULAR PROCEDURES W CC,24,14204.88458,73617.85958,12863.23625,31.08333333
AL,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,15,9891.711333,54777.544,8354.521333,22.93333333
AL,261 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,1,10546.6,35739.55,9455.4,20
AL,262 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,1,8615.13,32556.19,7703.13,16
AL,264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,11,15795.69364,65455.82909,13742.61182,25.90909091
AL,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",29,10070.36931,51856.70414,8749.883793,32.20689655
